time_step,time,energy,power,dE_dt,residual,work,energy_balance,eL2_u,eH1_u,eL2_v
465,0.465,20.0768,-207.199,-208.819,-1.61964,-10.7646,-0.000663667,8.95973e-05,0.0175712,0.00084577
466,0.466,19.8713,-203.781,-205.503,-1.72167,-10.9701,-0.000676343,9.02956e-05,0.0177375,0.000856778
467,0.467,19.6693,-200.162,-201.984,-1.822,-11.1721,-0.000688802,9.09877e-05,0.0178994,0.000861003
468,0.468,19.471,-196.346,-198.266,-1.92053,-11.3703,-0.000701031,9.16677e-05,0.0180571,0.000856558
469,0.469,19.2767,-192.335,-194.352,-2.01717,-11.5646,-0.00071302,9.23291e-05,0.0182106,0.000842359
470,0.47,19.0864,-188.135,-190.247,-2.11182,-11.7549,-0.000724754,9.29654e-05,0.0183597,0.000818184
471,0.471,18.9005,-183.749,-185.954,-2.20439,-11.9408,-0.000736225,9.357e-05,0.0185045,0.000784643
472,0.472,18.719,-179.182,-181.477,-2.29477,-12.1223,-0.000747418,9.4137e-05,0.0186448,0.000743078
473,0.473,18.5422,-174.438,-176.821,-2.3829,-12.2991,-0.000758328,9.46614e-05,0.0187805,0.000695446
474,0.474,18.3702,-169.522,-171.991,-2.46868,-12.4711,-0.000768942,9.51392e-05,0.0189116,0.000644076
475,0.475,18.2032,-164.439,-166.991,-2.55201,-12.6381,-0.000779246,9.55678e-05,0.0190379,0.00059148
476,0.476,18.0413,-159.193,-161.826,-2.63283,-12.7999,-0.000789231,9.59463e-05,0.0191593,0.000540229
477,0.477,17.8848,-153.79,-156.501,-2.71104,-12.9564,-0.000798886,9.6275e-05,0.019276,0.000492738
478,0.478,17.7338,-148.236,-151.022,-2.78659,-13.1074,-0.000808202,9.65562e-05,0.0193878,0.000451089
479,0.479,17.5884,-142.535,-145.394,-2.85938,-13.2528,-0.00081717,9.67933e-05,0.0194947,0.000416888
480,0.48,17.4488,-136.693,-139.623,-2.92935,-13.3924,-0.00082578,9.6991e-05,0.0195968,0.000391177
481,0.481,17.3151,-130.717,-133.713,-2.99643,-13.5261,-0.000834025,9.71551e-05,0.019694,0.000374451
482,0.482,17.1874,-124.612,-127.672,-3.06055,-13.6537,-0.000841897,9.72918e-05,0.0197864,0.000366727
483,0.483,17.0659,-118.383,-121.505,-3.12166,-13.7752,-0.000849388,9.7408e-05,0.0198739,0.000367599
484,0.484,16.9507,-112.038,-115.218,-3.17968,-13.8905,-0.000856491,9.751e-05,0.0199565,0.000376212
485,0.485,16.8419,-105.582,-108.817,-3.23456,-13.9993,-0.000863199,9.76043e-05,0.0200342,0.000391175
486,0.486,16.7396,-99.0225,-102.309,-3.28625,-14.1016,-0.000869506,9.76963e-05,0.020107,0.000410546
487,0.487,16.6439,-92.3649,-95.6996,-3.3347,-14.1973,-0.000875405,9.77904e-05,0.0201748,0.000431948
488,0.488,16.5549,-85.6161,-88.996,-3.37986,-14.2863,-0.000880891,9.78899e-05,0.0202376,0.000452792
489,0.489,16.4727,-78.7829,-82.2046,-3.42169,-14.3685,-0.000885958,9.79967e-05,0.0202955,0.000470548
490,0.49,16.3973,-71.8719,-75.3321,-3.46013,-14.4438,-0.000890602,9.81109e-05,0.0203484,0.000482994
491,0.491,16.329,-64.89,-68.3852,-3.49516,-14.5122,-0.000894818,9.82312e-05,0.0203965,0.00048844
492,0.492,16.2676,-57.8441,-61.3709,-3.52675,-14.5735,-0.000898602,9.83546e-05,0.0204397,0.000485921
493,0.493,16.2133,-50.7411,-54.296,-3.55485,-14.6278,-0.00090195,9.84769e-05,0.020478,0.000475395
494,0.494,16.1661,-43.5881,-47.1675,-3.57944,-14.675,-0.000904858,9.85926e-05,0.0205113,0.00045794
495,0.495,16.1261,-36.392,-39.9925,-3.6005,-14.715,-0.000907323,9.86954e-05,0.0205397,0.000435944
496,0.496,16.0934,-29.16,-32.778,-3.61801,-14.7478,-0.000909344,9.87787e-05,0.0205629,0.000413187
497,0.497,16.0678,-21.8993,-25.5312,-3.63195,-14.7733,-0.000910918,9.88356e-05,0.020581,0.000394591
498,0.498,16.0496,-14.6169,-18.2592,-3.6423,-14.7915,-0.000912043,9.88597e-05,0.0205938,0.00038526
499,0.499,16.0386,-7.32016,-10.9692,-3.64906,-14.8025,-0.00091272,9.88453e-05,0.0206013,0.000388712
500,0.5,16.0349,-0.0161811,-3.6684,-3.65221,-14.8062,-0.000912946,9.87877e-05,0.0206035,0.000405164
501,0.501,16.0386,7.2878,3.63604,-3.65176,-14.8025,-0.00091272,9.86834e-05,0.0206005,0.000431472
502,0.502,16.0495,14.5846,10.9369,-3.64771,-14.7916,-0.000912044,9.85305e-05,0.0205923,0.000462676
503,0.503,16.0677,21.867,18.2269,-3.64006,-14.7734,-0.000910918,9.83281e-05,0.0205791,0.000493723
504,0.504,16.0932,29.1277,25.4989,-3.62882,-14.7479,-0.000909344,9.80771e-05,0.0205609,0.000520517
505,0.505,16.126,36.3598,32.7458,-3.61399,-14.7151,-0.000907322,9.77794e-05,0.0205378,0.000540326
506,0.506,16.1659,43.5559,39.9603,-3.5956,-14.6752,-0.000904855,9.74379e-05,0.0205099,0.000551904
507,0.507,16.2131,50.7091,47.1354,-3.57366,-14.628,-0.000901945,9.70567e-05,0.0204771,0.000555523
508,0.508,16.2673,57.8121,54.2639,-3.5482,-14.5738,-0.000898596,9.66401e-05,0.0204394,0.000552923
509,0.509,16.3287,64.8582,61.3389,-3.51923,-14.5125,-0.00089481,9.61933e-05,0.0203968,0.000547146
510,0.51,16.397,71.8402,68.3534,-3.48679,-14.4441,-0.000890593,9.57214e-05,0.0203491,0.000542091
511,0.511,16.4723,78.7513,75.3004,-3.4509,-14.3688,-0.000885947,9.52297e-05,0.0202962,0.000541711
512,0.512,16.5545,85.5847,82.173,-3.41162,-14.2866,-0.000880877,9.47233e-05,0.020238,0.000548905
513,0.513,16.6435,92.3336,88.9646,-3.36896,-14.1977,-0.000875389,9.42068e-05,0.0201746,0.000564549
514,0.514,16.7391,98.9913,95.6683,-3.32298,-14.102,-0.000869487,9.36846e-05,0.0201059,0.000587196
515,0.515,16.8414,105.551,102.278,-3.27372,-13.9997,-0.000863177,9.31601e-05,0.0200321,0.000613631
516,0.516,16.9502,112.007,108.786,-3.22123,-13.891,-0.000856466,9.26357e-05,0.0199532,0.000639863
517,0.517,17.0654,118.353,115.187,-3.16557,-13.7758,-0.00084936,9.21127e-05,0.0198696,0.000662082
518,0.518,17.1869,124.581,121.474,-3.10677,-13.6543,-0.000841866,9.15915e-05,0.0197812,0.000677329
519,0.519,17.3145,130.687,127.642,-3.04491,-13.5267,-0.000833991,9.10707e-05,0.0196884,0.000683933
520,0.52,17.4482,136.663,133.683,-2.98005,-13.393,-0.000825744,9.05481e-05,0.019591,0.000681773
521,0.521,17.5878,142.505,139.593,-2.91225,-13.2534,-0.000817131,9.00201e-05,0.0194891,0.000672444
522,0.522,17.7331,148.206,145.365,-2.84157,-13.1081,-0.000808163,8.94825e-05,0.0193827,0.000659275
523,0.523,17.8841,153.761,150.993,-2.76808,-12.9571,-0.000798847,8.89304e-05,0.0192716,0.000647084
524,0.524,18.0406,159.164,156.472,-2.69187,-12.8006,-0.000789194,8.83586e-05,0.0191557,0.000641435
525,0.525,18.2024,164.41,161.797,-2.613,-12.6388,-0.000779212,8.77625e-05,0.0190348,0.000647301
526,0.526,18.3694,169.494,166.962,-2.53155,-12.4719,-0.000768911,8.71376e-05,0.0189088,0.000667451
527,0.527,18.5413,174.41,171.962,-2.4476,-12.2999,-0.000758303,8.64806e-05,0.0187778,0.000701449
528,0.528,18.7181,179.154,176.793,-2.36124,-12.1232,-0.000747396,8.57891e-05,0.0186418,0.000745954
529,0.529,18.8996,183.722,181.449,-2.27254,-11.9417,-0.000736202,8.50619e-05,0.0185009,0.000795979
530,0.53,19.0855,188.108,185.926,-2.18161,-11.7558,-0.000724731,8.42987e-05,0.0183554,0.000846244
531,0.531,19.2757,192.308,190.22,-2.08852,-11.5656,-0.000712996,8.35004e-05,0.0182054,0.00089216
532,0.532,19.47,196.319,194.326,-1.99337,-11.3713,-0.000701008,8.26685e-05,0.0180511,0.000930356
533,0.533,19.6683,200.136,198.24,-1.89625,-11.173,-0.000688778,8.18052e-05,0.0178928,0.000958925
534,0.534,19.8702,203.756,201.958,-1.79726,-10.9711,-0.000676319,8.09127e-05,0.0177306,0.000977494
535,0.535,20.0757,207.174,205.477,-1.6965,-10.7656,-0.000663643,7.99937e-05,0.0175643,0.00098717
536,0.536,20.2845,210.388,208.794,-1.59406,-10.5569,-0.000650762,7.90505e-05,0.017394,0.000990339
537,0.537,20.4964,213.394,211.904,-1.49005,-10.345,-0.000637689,7.80857e-05,0.0172194,0.000990304
538,0.538,20.7112,216.19,214.805,-1.38457,-10.1302,-0.000624438,7.71013e-05,0.0170405,0.000990724
539,0.539,20.9287,218.772,217.494,-1.27772,-9.91269,-0.00061102,7.60996e-05,0.0168571,0.000994905
540,0.54,21.1487,221.138,219.969,-1.16961,-9.69274,-0.00059745,7.50825e-05,0.016669,0.00100507
541,0.541,21.3709,223.286,222.226,-1.06035,-9.47053,-0.000583741,7.4052e-05,0.0164764,0.00102184
542,0.542,21.5952,225.214,224.264,-0.950043,-9.24628,-0.000569906,7.30101e-05,0.0162792,0.00104415
543,0.543,21.8212,226.92,226.081,-0.838797,-9.02021,-0.000555958,7.19582e-05,0.0160778,0.0010696
544,0.544,22.0489,228.401,227.674,-0.726723,-8.79255,-0.000541913,7.08979e-05,0.0158723,0.00109512
545,0.545,22.278,229.657,229.043,-0.613932,-8.56352,-0.000527783,6.983e-05,0.0156631,0.00111771
546,0.546,22.5082,230.687,230.186,-0.500535,-8.33335,-0.000513582,6.87547e-05,0.0154504,0.00113507
547,0.547,22.7393,231.489,231.102,-0.386644,-8.10226,-0.000499325,6.76718e-05,0.0152344,0.00114601
548,0.548,22.971,232.062,231.79,-0.272372,-7.87049,-0.000485025,6.658e-05,0.0150153,0.00115067
549,0.549,23.2033,232.406,232.248,-0.15783,-7.63825,-0.000470698,6.54777e-05,0.0147929,0.0011505
550,0.55,23.4358,232.521,232.478,-0.0431337,-7.40579,-0.000456356,6.43626e-05,0.0145672,0.00114803
551,0.551,23.6682,232.407,232.478,0.0716057,-7.17332,-0.000442014,6.32324e-05,0.0143381,0.00114641
552,0.552,23.9005,232.063,232.249,0.186274,-6.94109,-0.000427686,6.20849e-05,0.0141052,0.0011488
553,0.553,24.1323,231.49,231.791,0.300759,-6.70931,-0.000413386,6.09184e-05,0.0138683,0.0011576
554,0.554,24.3634,230.688,231.103,0.414947,-6.47822,-0.000399129,5.9732e-05,0.0136275,0.00117388
555,0.555,24.5936,229.659,230.188,0.528725,-6.24805,-0.000384929,5.85258e-05,0.0133826,0.00119706
556,0.556,24.8226,228.404,229.046,0.641982,-6.01902,-0.000370799,5.73011e-05,0.0131339,0.00122503
557,0.557,25.0503,226.923,227.677,0.754605,-5.79135,-0.000356753,5.60599e-05,0.0128816,0.00125468
558,0.558,25.2764,225.218,226.084,0.866483,-5.56528,-0.000342806,5.48053e-05,0.012626,0.00128259
559,0.559,25.5007,223.29,224.268,0.977506,-5.34103,-0.000328971,5.35406e-05,0.0123675,0.00130564
560,0.56,25.7229,221.143,222.23,1.08756,-5.11881,-0.000315261,5.22692e-05,0.0121065,0.00132157
561,0.561,25.9429,218.777,219.973,1.19655,-4.89885,-0.000301691,5.09943e-05,0.0118432,0.00132931
562,0.562,26.1604,216.195,217.499,1.30435,-4.68137,-0.000288273,4.97184e-05,0.0115776,0.00132903
563,0.563,26.3752,213.399,214.81,1.41087,-4.46657,-0.000275022,4.84429e-05,0.01131,0.00132221
564,0.564,26.5871,210.394,211.91,1.51599,-4.25468,-0.000261949,4.71683e-05,0.0110399,0.00131138
565,0.565,26.7959,207.18,208.8,1.61962,-4.04589,-0.000249068,4.58943e-05,0.0107673,0.0012998
566,0.566,27.0014,203.762,205.484,1.72165,-3.84042,-0.000236392,4.46195e-05,0.0104918,0.00129091
567,0.567,27.2033,200.143,201.965,1.82198,-3.63846,-0.000223933,4.33421e-05,0.0102132,0.00128775
568,0.568,27.4016,196.327,198.247,1.92052,-3.44023,-0.000211702,4.20603e-05,0.00993138,0.00129231
569,0.569,27.5959,192.316,194.333,2.01715,-3.24591,-0.000199714,4.0772e-05,0.00964628,0.00130517
570,0.57,27.7861,188.116,190.228,2.1118,-3.05569,-0.000187978,3.94755e-05,0.00935809,0.00132543
571,0.571,27.9721,183.73,185.935,2.20436,-2.86977,-0.000176508,3.81696e-05,0.00906709,0.00135106
572,0.572,28.1535,179.163,181.458,2.29475,-2.68832,-0.000165313,3.68535e-05,0.00877369,0.0013794
573,0.573,28.3303,174.419,176.802,2.38287,-2.51153,-0.000154406,3.55265e-05,0.00847835,0.00140783
574,0.574,28.5023,169.503,171.972,2.46864,-2.33957,-0.000143797,3.41885e-05,0.00818149,0.0014342
575,0.575,28.6693,164.42,166.972,2.55198,-2.17261,-0.000133496,3.28392e-05,0.00788344,0.00145714
576,0.576,28.8311,159.174,161.807,2.63279,-2.01081,-0.000123514,3.14789e-05,0.00758438,0.00147615
577,0.577,28.9876,153.772,156.483,2.71101,-1.85434,-0.00011386,3.01076e-05,0.00728432,0.00149153
578,0.578,29.1386,148.217,151.004,2.78655,-1.70334,-0.000104544,2.87261e-05,0.00698309,0.00150411
579,0.579,29.2839,142.516,145.376,2.85934,-1.55798,-9.55757e-05,2.73356e-05,0.00668041,0.00151503
580,0.58,29.4235,136.675,139.604,2.92931,-1.41838,-8.69632e-05,2.59387e-05,0.00637593,0.0015253
581,0.581,29.5572,130.699,133.695,2.99639,-1.2847,-7.87153e-05,2.45393e-05,0.00606933,0.00153553
582,0.582,29.6849,124.593,127.654,3.06051,-1.15705,-7.084e-05,2.31438e-05,0.00576039,0.00154573
583,0.583,29.8064,118.365,121.487,3.12161,-1.03557,-6.33452e-05,2.17606e-05,0.00544906,0.0015552
584,0.584,29.9216,112.02,115.2,3.17964,-0.920378,-5.62382e-05,2.04011e-05,0.00513549,0.0015627
585,0.585,30.0304,105.564,108.799,3.23452,-0.811585,-4.9526e-05,1.90798e-05,0.00482003,0.00156668
586,0.586,30.1327,99.0046,102.291,3.28621,-0.709301,-4.32154e-05,1.78137e-05,0.00450318,0.00156565
587,0.587,30.2284,92.3471,95.6818,3.33466,-0.613625,-3.73125e-05,1.66226e-05,0.00418554,0.00155841
588,0.588,30.3173,85.5985,88.9783,3.37981,-0.524652,-3.18232e-05,1.55281e-05,0.00386772,0.0015444
589,0.589,30.3995,78.7653,82.187,3.42163,-0.44247,-2.67528e-05,1.45529e-05,0.00355022,0.00152381
590,0.59,30.4748,71.8545,75.3146,3.46008,-0.36716,-2.21065e-05,1.37191e-05,0.00323343,0.0014977
591,0.591,30.5432,64.8727,68.3678,3.49511,-0.298797,-1.78886e-05,1.30463e-05,0.00291752,0.00146791
592,0.592,30.6046,57.8269,61.3536,3.52669,-0.237447,-1.41033e-05,1.25497e-05,0.00260249,0.00143692
593,0.593,30.6588,50.724,54.2788,3.55479,-0.183171,-1.07545e-05,1.22376e-05,0.00228823,0.00140756
594,0.594,30.706,43.5711,47.1505,3.57938,-0.136024,-7.84535e-06,1.21111e-05,0.00197466,0.00138263
595,0.595,30.746,36.3751,39.9756,3.60044,-0.0960508,-5.37887e-06,1.21635e-05,0.00166194,0.00136448
596,0.596,30.7787,29.1433,32.7612,3.61794,-0.0632916,-3.35743e-06,1.2383e-05,0.00135093,0.00135469
597,0.597,30.8042,21.8827,25.5145,3.63188,-0.0377787,-1.78303e-06,1.27545e-05,0.0010442,0.00135381
598,0.598,30.8225,14.6005,18.2427,3.64223,-0.0195371,-6.5723e-07,1.32625e-05,0.000749075,0.00136149
599,0.599,30.8334,7.30384,10.9528,3.64899,-0.00858495,1.88643e-08,1.38924e-05,0.000490567,0.00137663
600,0.6,30.8371,-3.13354e-12,3.65214,3.65214,-0.00493303,2.44591e-07,1.46317e-05,0.000363123,0.00139775
601,0.601,30.8334,-7.30384,-3.65214,3.65169,-0.00858495,1.97248e-08,1.54702e-05,0.000486307,0.00142327
602,0.602,30.8225,-14.6005,-10.9528,3.64764,-0.0195371,-6.55515e-07,1.63992e-05,0.000744895,0.00145179
603,0.603,30.8042,-21.8827,-18.2427,3.63999,-0.0377787,-1.78046e-06,1.74115e-05,0.001042,0.00148209
604,0.604,30.7787,-29.1433,-25.5146,3.62874,-0.0632917,-3.35399e-06,1.85008e-05,0.00135156,0.00151317
605,0.605,30.746,-36.3752,-32.7613,3.61392,-0.096051,-5.37457e-06,1.96612e-05,0.0016657,0.00154412
606,0.606,30.706,-43.5712,-39.9757,3.59553,-0.136024,-7.8402e-06,2.08871e-05,0.00198145,0.00157394
607,0.607,30.6588,-50.7242,-47.1506,3.57358,-0.183172,-1.07484e-05,2.21725e-05,0.0022976,0.0016015
608,0.608,30.6046,-57.8271,-54.279,3.54812,-0.237448,-1.40964e-05,2.35115e-05,0.00261372,0.00162543
609,0.609,30.5432,-64.873,-61.3538,3.51915,-0.298798,-1.78808e-05,2.48972e-05,0.00292978,0.00164418
610,0.61,30.4748,-71.8548,-68.3681,3.48671,-0.367161,-2.20979e-05,2.63224e-05,0.0032459,0.00165618
611,0.611,30.3995,-78.7658,-75.3149,3.45082,-0.442472,-2.67433e-05,2.77789e-05,0.00356221,0.00165997
612,0.612,30.3173,-85.599,-82.1874,3.41153,-0.524654,-3.18128e-05,2.9258e-05,0.00387874,0.00165442
613,0.613,30.2283,-92.3477,-88.9788,3.36888,-0.613627,-3.73013e-05,3.07505e-05,0.00419539,0.00163886
614,0.614,30.1327,-99.0053,-95.6824,3.3229,-0.709304,-4.32034e-05,3.22467e-05,0.0045119,0.00161332
615,0.615,30.0304,-105.565,-102.292,3.27364,-0.811589,-4.95132e-05,3.37375e-05,0.00482789,0.00157848
616,0.616,29.9216,-112.021,-108.8,3.22115,-0.920382,-5.62246e-05,3.52141e-05,0.00514291,0.0015358
617,0.617,29.8064,-118.366,-115.201,3.16548,-1.03558,-6.33309e-05,3.66688e-05,0.00545651,0.00148742
618,0.618,29.6849,-124.594,-121.488,3.10668,-1.15706,-7.0825e-05,3.80953e-05,0.00576827,0.00143598
619,0.619,29.5572,-130.7,-127.655,3.04483,-1.2847,-7.86996e-05,3.94893e-05,0.00607793,0.00138444
620,0.62,29.4235,-136.676,-133.696,2.97996,-1.41839,-8.69469e-05,4.08484e-05,0.00638534,0.00133571
621,0.621,29.2839,-142.518,-139.606,2.91216,-1.55799,-9.55587e-05,4.21723e-05,0.00669052,0.00129231
622,0.622,29.1386,-148.219,-145.377,2.84148,-1.70336,-0.000104527,4.34628e-05,0.00699363,0.00125603
623,0.623,28.9875,-153.773,-151.005,2.76799,-1.85435,-0.000113842,4.47237e-05,0.0072949,0.00122779
624,0.624,28.8311,-159.176,-156.484,2.69178,-2.01083,-0.000123494,4.59599e-05,0.0075946,0.00120757
625,0.625,28.6693,-164.422,-161.809,2.61291,-2.17263,-0.000133476,4.71779e-05,0.00789293,0.00119476
626,0.626,28.5023,-169.505,-166.974,2.53146,-2.33959,-0.000143776,4.83845e-05,0.00819001,0.00118839
627,0.627,28.3303,-174.422,-171.974,2.44751,-2.51155,-0.000154384,4.95867e-05,0.00848581,0.00118763
628,0.628,28.1535,-179.166,-176.805,2.36114,-2.68835,-0.000165291,5.07915e-05,0.00878019,0.00119195
629,0.629,27.972,-183.733,-181.461,2.27245,-2.8698,-0.000176484,5.20049e-05,0.00907288,0.00120127
630,0.63,27.7861,-188.119,-185.938,2.18151,-3.05572,-0.000187954,5.32323e-05,0.00936351,0.00121581
631,0.631,27.5959,-192.319,-190.231,2.08842,-3.24594,-0.000199689,5.4478e-05,0.00965174,0.00123582
632,0.632,27.4015,-196.33,-194.337,1.99327,-3.44027,-0.000211677,5.57449e-05,0.00993721,0.00126119
633,0.633,27.2033,-200.147,-198.25,1.89615,-3.6385,-0.000223906,5.70349e-05,0.0102197,0.00129114
634,0.634,27.0013,-203.766,-201.969,1.79717,-3.84046,-0.000236365,5.83482e-05,0.0104991,0.00132409
635,0.635,26.7958,-207.184,-205.488,1.6964,-4.04594,-0.00024904,5.96841e-05,0.0107753,0.00135766
636,0.636,26.587,-210.398,-208.804,1.59397,-4.25473,-0.000261921,6.104e-05,0.0110486,0.00138895
637,0.637,26.3751,-213.404,-211.914,1.48996,-4.46663,-0.000274993,6.24122e-05,0.011319,0.00141486
638,0.638,26.1603,-216.199,-214.815,1.38448,-4.68143,-0.000288244,6.37955e-05,0.0115868,0.00143243
639,0.639,25.9428,-218.781,-217.504,1.27763,-4.89892,-0.000301661,6.51835e-05,0.0118521,0.00143922
640,0.64,25.7228,-221.148,-219.978,1.16952,-5.11888,-0.000315231,6.65686e-05,0.0121151,0.00143348
641,0.641,25.5006,-223.295,-222.235,1.06026,-5.34111,-0.00032894,6.79425e-05,0.0123757,0.0014144
642,0.642,25.2763,-225.223,-224.273,0.949951,-5.56536,-0.000342774,6.92967e-05,0.0126337,0.00138219
643,0.643,25.0502,-226.928,-226.09,0.838705,-5.79144,-0.000356721,7.06225e-05,0.012889,0.00133807
644,0.644,24.8225,-228.41,-227.683,0.726632,-6.01911,-0.000370766,7.19117e-05,0.0131412,0.00128423
645,0.645,24.5935,-229.666,-229.052,0.613841,-6.24815,-0.000384896,7.31572e-05,0.01339,0.00122366
646,0.646,24.3633,-230.695,-230.194,0.500445,-6.47833,-0.000399096,7.43535e-05,0.0136352,0.00115988
647,0.647,24.1322,-231.497,-231.11,0.386555,-6.70942,-0.000413353,7.54967e-05,0.0138765,0.00109655
648,0.648,23.9004,-232.07,-231.797,0.272283,-6.94121,-0.000427651,7.6585e-05,0.0141139,0.00103706
649,0.649,23.6681,-232.414,-232.256,0.157742,-7.17345,-0.000441979,7.76186e-05,0.0143473,0.000984087
650,0.65,23.4356,-232.529,-232.486,0.0430463,-7.40592,-0.00045632,7.86e-05,0.0145768,0.000939162
651,0.651,23.2032,-232.414,-232.486,-0.0716924,-7.63839,-0.000470661,7.95333e-05,0.0148025,0.000902573
652,0.652,22.9709,-232.07,-232.256,-0.18636,-7.87063,-0.000484989,8.04243e-05,0.0150247,0.000873504
653,0.653,22.7391,-231.497,-231.798,-0.300844,-8.10242,-0.000499287,8.12801e-05,0.0152433,0.000850509
654,0.654,22.508,-230.695,-231.11,-0.415032,-8.33351,-0.000513544,8.21082e-05,0.0154586,0.00083213
655,0.655,22.2778,-229.666,-230.195,-0.528809,-8.56369,-0.000527744,8.29169e-05,0.0156705,0.000817454
656,0.656,22.0487,-228.41,-229.052,-0.642065,-8.79273,-0.000541874,8.37139e-05,0.0158789,0.000806437
657,0.657,21.8211,-226.929,-227.684,-0.754687,-9.0204,-0.000555919,8.45068e-05,0.0160836,0.000799893
658,0.658,21.595,-225.224,-226.09,-0.866564,-9.24648,-0.000569866,8.53021e-05,0.0162845,0.00079914
659,0.659,21.3707,-223.296,-224.274,-0.977586,-9.47074,-0.000583701,8.61053e-05,0.0164814,0.000805398
660,0.66,21.1485,-221.148,-222.236,-1.08764,-9.69296,-0.00059741,8.69207e-05,0.016674,0.000819139
661,0.661,20.9285,-218.782,-219.979,-1.19663,-9.91292,-0.00061098,8.7751e-05,0.0168622,0.000839642
662,0.662,20.711,-216.2,-217.505,-1.30443,-10.1304,-0.000624397,8.85973e-05,0.017046,0.000864917
663,0.663,20.4962,-213.405,-214.816,-1.41095,-10.3452,-0.000637648,8.94592e-05,0.0172254,0.000891999
664,0.664,20.2842,-210.399,-211.915,-1.51607,-10.5571,-0.00065072,9.03347e-05,0.0174004,0.000917433
665,0.665,20.0754,-207.185,-208.805,-1.6197,-10.7659,-0.000663601,9.12201e-05,0.0175711,0.000937784
666,0.666,19.87,-203.767,-205.489,-1.72173,-10.9714,-0.000676277,9.21102e-05,0.0177375,0.000950052
667,0.667,19.668,-200.148,-201.97,-1.82205,-11.1733,-0.000688736,9.29988e-05,0.0178998,0.000951975
668,0.668,19.4697,-196.331,-198.252,-1.92059,-11.3716,-0.000700965,9.38786e-05,0.0180579,0.000942216
669,0.669,19.2754,-192.321,-194.338,-2.01722,-11.5659,-0.000712953,9.47416e-05,0.0182119,0.000920456
670,0.67,19.0852,-188.12,-190.232,-2.11187,-11.7561,-0.000724688,9.55798e-05,0.0183615,0.000887397
671,0.671,18.8992,-183.734,-185.939,-2.20443,-11.9421,-0.000736158,9.63853e-05,0.0185068,0.000844699
672,0.672,18.7178,-179.167,-181.462,-2.29481,-12.1235,-0.000747352,9.71509e-05,0.0186475,0.000794826
673,0.673,18.541,-174.423,-176.806,-2.38293,-12.3003,-0.000758259,9.78704e-05,0.0187834,0.000740836
674,0.674,18.369,-169.507,-171.976,-2.4687,-12.4723,-0.000768867,9.85391e-05,0.0189145,0.000686075
675,0.675,18.202,-164.423,-166.975,-2.55204,-12.6392,-0.000779166,9.91538e-05,0.0190408,0.000633779
676,0.676,18.0402,-159.178,-161.811,-2.63285,-12.801,-0.000789145,9.97134e-05,0.019162,0.000586592
677,0.677,17.8837,-153.775,-156.486,-2.71106,-12.9575,-0.000798794,0.000100218,0.0192784,0.000546097
678,0.678,17.7327,-148.22,-151.007,-2.7866,-13.1085,-0.000808104,0.000100671,0.0193899,0.000512465
679,0.679,17.5873,-142.519,-145.379,-2.85939,-13.2539,-0.000817067,0.000101074,0.0194965,0.000484517
680,0.68,17.4477,-136.678,-139.607,-2.92936,-13.3935,-0.000825674,0.000101434,0.0195985,0.000460253
681,0.681,17.314,-130.702,-133.698,-2.99644,-13.5272,-0.000833916,0.000101756,0.0196958,0.000437654
682,0.682,17.1864,-124.596,-127.657,-3.06056,-13.6548,-0.000841785,0.000102046,0.0197884,0.000415471
683,0.683,17.0649,-118.368,-121.489,-3.12166,-13.7763,-0.000849275,0.000102312,0.0198762,0.000393735
684,0.684,16.9497,-112.023,-115.202,-3.17968,-13.8915,-0.000856378,0.000102559,0.0199593,0.000373905
685,0.685,16.8409,-105.567,-108.802,-3.23456,-14.0003,-0.000863087,0.000102795,0.0200374,0.000358552
686,0.686,16.7386,-99.0071,-102.293,-3.28625,-14.1026,-0.000869395,0.000103023,0.0201106,0.000350505
687,0.687,16.6429,-92.3495,-95.6842,-3.3347,-14.1983,-0.000875297,0.000103249,0.0201788,0.000351562
688,0.688,16.5539,-85.6007,-88.9806,-3.37986,-14.2872,-0.000880785,0.000103476,0.0202418,0.000361403
689,0.689,16.4717,-78.7675,-82.1892,-3.42168,-14.3694,-0.000885855,0.000103706,0.0202998,0.000377484
690,0.69,16.3964,-71.8566,-75.3167,-3.46012,-14.4447,-0.000890502,0.000103939,0.0203526,0.00039592
691,0.691,16.328,-64.8747,-68.3699,-3.49515,-14.5131,-0.000894721,0.000104174,0.0204005,0.000412627
692,0.692,16.2667,-57.8289,-61.3556,-3.52673,-14.5744,-0.000898506,0.000104409,0.0204433,0.000424135
693,0.693,16.2124,-50.7259,-54.2807,-3.55482,-14.6287,-0.000901856,0.000104642,0.0204813,0.000428017
694,0.694,16.1652,-43.5729,-47.1523,-3.57941,-14.6759,-0.000904765,0.000104867,0.0205143,0.00042308
695,0.695,16.1253,-36.3769,-39.9774,-3.60047,-14.7158,-0.000907232,0.000105079,0.0205424,0.000409461
696,0.696,16.0925,-29.145,-32.763,-3.61798,-14.7486,-0.000909253,0.000105273,0.0205655,0.000388671
697,0.697,16.067,-21.8843,-25.5162,-3.63191,-14.7741,-0.000910827,0.000105443,0.0205837,0.000363615
698,0.698,16.0487,-14.602,-18.2443,-3.64226,-14.7924,-0.000911952,0.000105582,0.0205967,0.000338501
699,0.699,16.0378,-7.30537,-10.9544,-3.64901,-14.8033,-0.000912628,0.000105687,0.0206046,0.000318438
