time_step,time,energy,power,dE_dt,residual,work,energy_balance,eL2_u,eH1_u,eL2_v
937,0.937,20.4972,213.416,211.927,-1.48987,-10.3442,-0.000637579,9.01424e-05,0.0172266,0.000859279
938,0.938,20.712,216.212,214.827,-1.38438,-10.1294,-0.000624328,8.93853e-05,0.0170474,0.000869323
939,0.939,20.9296,218.794,217.516,-1.27753,-9.91185,-0.000610911,8.86084e-05,0.0168637,0.00088107
940,0.94,21.1495,221.16,219.99,-1.16942,-9.69187,-0.000597341,8.78155e-05,0.0166754,0.00089566
941,0.941,21.3718,223.307,222.247,-1.06016,-9.46964,-0.000583632,8.70107e-05,0.0164827,0.000913017
942,0.942,21.5961,225.235,224.285,-0.949847,-9.24537,-0.000569797,8.61975e-05,0.0162856,0.000931893
943,0.943,21.8222,226.94,226.101,-0.838599,-9.01928,-0.00055585,8.53789e-05,0.0160844,0.000950211
944,0.944,22.0499,228.421,227.694,-0.726523,-8.7916,-0.000541805,8.4557e-05,0.0158793,0.0009656
945,0.945,22.2789,229.677,229.063,-0.613731,-8.56255,-0.000527675,8.37333e-05,0.0156705,0.000975963
946,0.946,22.5091,230.706,230.205,-0.500332,-8.33236,-0.000513475,8.2908e-05,0.0154583,0.000979961
947,0.947,22.7403,231.507,231.121,-0.38644,-8.10126,-0.000499219,8.20806e-05,0.0152428,0.000977371
948,0.948,22.9721,232.08,231.808,-0.272166,-7.86946,-0.00048492,8.12494e-05,0.015024,0.000969278
949,0.949,23.2043,232.424,232.266,-0.157624,-7.63721,-0.000470593,8.04119e-05,0.014802,0.000958089
950,0.95,23.4368,232.539,232.496,-0.0429258,-7.40473,-0.000456251,7.95652e-05,0.0145765,0.000947311
951,0.951,23.6693,232.424,232.495,0.0718144,-7.17225,-0.00044191,7.8706e-05,0.0143473,0.000941012
952,0.952,23.9016,232.079,232.266,0.186484,-6.94,-0.000427583,7.78312e-05,0.0141144,0.000942968
953,0.953,24.1334,231.506,231.807,0.300969,-6.7082,-0.000413284,7.69382e-05,0.0138775,0.000955656
954,0.954,24.3645,230.704,231.119,0.415158,-6.4771,-0.000399028,7.6025e-05,0.0136365,0.000979476
955,0.955,24.5947,229.675,230.204,0.528936,-6.24691,-0.000384828,7.50908e-05,0.0133916,0.00101258
956,0.956,24.8238,228.419,229.061,0.642193,-6.01786,-0.000370699,7.41355e-05,0.0131429,0.00105141
957,0.957,25.0515,226.937,227.692,0.754816,-5.79018,-0.000356654,7.316e-05,0.0128907,0.00109156
958,0.958,25.2776,225.231,226.098,0.866694,-5.5641,-0.000342707,7.2166e-05,0.0126354,0.00112876
959,0.959,25.5019,223.304,224.281,0.977717,-5.33983,-0.000328873,7.11555e-05,0.0123773,0.00115952
960,0.96,25.7241,221.156,222.243,1.08777,-5.1176,-0.000315164,7.0131e-05,0.0121168,0.00118158
961,0.961,25.9441,218.789,219.986,1.19676,-4.89763,-0.000301595,6.90945e-05,0.0118539,0.00119409
962,0.962,26.1616,216.207,217.511,1.30456,-4.68013,-0.000288178,6.80478e-05,0.011589,0.00119769
963,0.963,26.3764,213.411,214.822,1.41108,-4.46532,-0.000274927,6.69924e-05,0.0113217,0.00119435
964,0.964,26.5883,210.405,211.921,1.5162,-4.25342,-0.000261855,6.5929e-05,0.0110519,0.00118709
965,0.965,26.7971,207.191,208.811,1.61983,-4.04462,-0.000248975,6.48581e-05,0.0107794,0.00117953
966,0.966,27.0026,203.773,205.495,1.72186,-3.83914,-0.000236299,6.37797e-05,0.0105039,0.00117524
967,0.967,27.2046,200.153,201.975,1.82219,-3.63717,-0.000223841,6.26938e-05,0.0102251,0.00117701
968,0.968,27.4029,196.336,198.257,1.92072,-3.43893,-0.000211611,6.16004e-05,0.00994299,0.00118629
969,0.969,27.5972,192.326,194.343,2.01735,-3.2446,-0.000199624,6.04995e-05,0.00965759,0.00120289
970,0.97,27.7875,188.125,190.237,2.112,-3.05437,-0.000187889,5.93915e-05,0.00936917,0.00122513
971,0.971,27.9734,183.739,185.943,2.20456,-2.86844,-0.000176419,5.82768e-05,0.0090781,0.00125044
972,0.972,28.1549,179.171,181.466,2.29494,-2.68698,-0.000165226,5.7156e-05,0.00878487,0.00127594
973,0.973,28.3317,174.427,176.81,2.38306,-2.51019,-0.00015432,5.60297e-05,0.00848995,0.00129911
974,0.974,28.5037,169.511,171.979,2.46883,-2.33822,-0.000143711,5.48981e-05,0.00819375,0.00131822
975,0.975,28.6706,164.427,166.979,2.55216,-2.17125,-0.000133411,5.37613e-05,0.00789658,0.00133256
976,0.976,28.8324,159.181,161.814,2.63298,-2.00944,-0.00012343,5.26193e-05,0.00759851,0.00134249
977,0.977,28.9889,153.778,156.489,2.71119,-1.85296,-0.000113778,5.14718e-05,0.00729945,0.00134927
978,0.978,29.1399,148.223,151.01,2.78673,-1.70196,-0.000104463,5.03184e-05,0.00699911,0.00135478
979,0.979,29.2853,142.522,145.381,2.85952,-1.55659,-9.54953e-05,4.91594e-05,0.00669709,0.00136104
980,0.98,29.4249,136.68,139.61,2.92948,-1.41699,-8.68838e-05,4.79952e-05,0.00639296,0.00136973
981,0.981,29.5586,130.704,133.7,2.99656,-1.2833,-7.86368e-05,4.68271e-05,0.00608634,0.00138172
982,0.982,29.6863,124.598,127.659,3.06068,-1.15565,-7.07626e-05,4.56575e-05,0.00577703,0.00139685
983,0.983,29.8078,118.369,121.491,3.12178,-1.03416,-6.32688e-05,4.44896e-05,0.00546507,0.00141389
984,0.984,29.923,112.024,115.204,3.17979,-0.918968,-5.6163e-05,4.33277e-05,0.00515072,0.00143078
985,0.985,30.0318,105.568,108.803,3.23467,-0.810172,-4.94521e-05,4.21763e-05,0.00483455,0.00144505
986,0.986,30.1341,99.0079,102.294,3.28636,-0.707884,-4.31427e-05,4.10407e-05,0.0045173,0.00145431
987,0.987,30.2298,92.3501,95.6849,3.3348,-0.612204,-3.72412e-05,3.99255e-05,0.00419981,0.00145664
988,0.988,30.3188,85.6012,88.9812,3.37996,-0.523229,-3.17532e-05,3.8835e-05,0.00388295,0.00145096
989,0.989,30.4009,78.7678,82.1896,3.42177,-0.441044,-2.66843e-05,3.77723e-05,0.0035674,0.00143725
990,0.99,30.4763,71.8567,75.3169,3.46021,-0.365732,-2.20393e-05,3.67394e-05,0.00325364,0.00141668
991,0.991,30.5446,64.8746,68.3699,3.49524,-0.297366,-1.78227e-05,3.57369e-05,0.0029418,0.0013915
992,0.992,30.606,57.8286,61.3554,3.52681,-0.236015,-1.40386e-05,3.47645e-05,0.00263171,0.00136479
993,0.993,30.6603,50.7254,54.2804,3.55491,-0.181738,-1.0691e-05,3.3821e-05,0.00232296,0.00134009
994,0.994,30.7074,43.5723,47.1518,3.5795,-0.134589,-7.78313e-06,3.29054e-05,0.00201507,0.00132079
995,0.995,30.7474,36.3761,39.9767,3.60055,-0.0946147,-5.31789e-06,3.20169e-05,0.0017078,0.00130952
996,0.996,30.7802,29.144,32.7621,3.61805,-0.0618547,-3.2977e-06,3.11559e-05,0.00140169,0.00130761
997,0.997,30.8057,21.8832,25.5152,3.63198,-0.036341,-1.72456e-06,3.03238e-05,0.00109907,0.00131491
998,0.998,30.8239,14.6008,18.2431,3.64233,-0.018099,-6.0002e-07,2.95241e-05,0.000807273,0.00132992
999,0.999,30.8349,7.30401,10.9531,3.64908,-0.00714659,7.48132e-08,2.87617e-05,0.000550044,0.00135022
1000,1,30.8385,-4.67195e-12,3.65223,3.65223,-0.00349458,2.99274e-07,2.80427e-05,0.000408884,0.00137314
